split,row_id,group_id
train,0,3765765162242439701
train,2,10539271283961051071
train,3,3371631208540637995
train,5,579736006479800074
train,9,13197426831660621428
train,10,1367897570274288222
train,12,7464429288297915064
train,17,579736006479800074
train,18,4837710515318421738
train,19,3494250555080783753
train,21,13753303497944442308
train,22,6517130074721695667
train,25,5857788625354206728
train,26,1906069974405082520
train,27,6305389621858259219
train,28,14988660033747214345
train,29,15255519671477510073
train,30,3933886296999063760
train,34,13370015301709921327
train,38,8793357247245534573
train,39,12935788499417564366
train,41,3779633422659776445
train,45,3933886296999063760
train,47,3494250555080783753
train,49,579736006479800074
train,53,7157631882990673600
train,55,6517130074721695667
train,57,4757004652079025251
train,59,5127878088967066821
train,60,9151669764478585745
train,62,12112510911978131146
train,63,14988660033747214345
train,68,7884238669149658161
train,77,10743645008157788724
train,78,9184494546452176042
train,83,17608710593314742079
train,85,8562678507013604755
train,86,10539271283961051071
train,87,7157631882990673600
train,93,18026431441542812131
train,94,3703347433873037581
train,98,9184494546452176042
train,99,14219469232104377133
train,100,11587428247216890986
train,103,18026431441542812131
train,104,12882774050561771087
train,105,6563696386679920944
train,106,2860266914913243763
train,109,14082706842164037214
train,112,11587428247216890986
train,118,18393380424088899902
train,122,12823118457006761398
train,124,18026431441542812131
train,125,18237334030368139870
train,126,433422742429117681
train,127,17451691503515762550
train,130,3703347433873037581
train,131,59563343903943478
train,132,2056914843148536795
train,134,603198139025932464
train,135,2124884718484563516
train,136,2447368541047246097
train,138,3134241803077969267
train,141,903425415547655004
train,143,14547390297170085011
train,146,6305389621858259219
train,147,9216328605101287225
train,148,18237334030368139870
train,153,14456930291123660273
train,154,10954724855113224492
train,155,6305389621858259219
train,157,3193110456536102066
train,158,3371631208540637995
train,162,2447368541047246097
train,168,14219469232104377133
train,171,4261926717090881150
train,172,1367897570274288222
train,173,4837710515318421738
train,177,2671493380122846465
train,178,3483175946691254694
train,180,9184494546452176042
train,182,9415233787243991652
train,183,11587428247216890986
train,184,2216844718377656366
train,188,12112510911978131146
train,189,15255519671477510073
train,191,15854623793106210877
train,192,5637171177688138856
train,193,12823118457006761398
train,196,903425415547655004
train,197,13344013943894260190
train,199,903425415547655004
train,200,6517130074721695667
train,202,18393380424088899902
train,205,12935788499417564366
train,206,10990274489596691850
train,208,128968913270984251
train,210,10990274489596691850
train,212,6305389621858259219
train,214,4155552024635161694
train,216,15255519671477510073
train,217,2671493380122846465
train,218,4757004652079025251
train,220,17608710593314742079
train,222,3933886296999063760
train,223,10893922623691634355
train,229,7157631882990673600
train,231,3779633422659776445
train,234,2314355766595058403
train,235,5127878088967066821
train,238,14547390297170085011
train,239,3193110456536102066
train,240,10743645008157788724
train,242,13197426831660621428
train,248,13640118791446356878
train,250,7884238669149658161
train,251,6508029577517650568
