task,left_draw,right_draw,term_jaccard,test_prediction_disagreement_rmse
I_dark,0,1,0.9459459459459459,0.01596339020924402
I_dark,0,2,0.9459459459459459,0.02055003061755317
I_dark,0,3,0.9459459459459459,0.015171970248588601
I_dark,0,4,1.0,0.01541150134258183
I_dark,0,5,0.9459459459459459,0.011165929261298897
I_dark,0,6,0.9459459459459459,0.017249139494904874
I_dark,0,7,1.0,0.02000526379475846
I_dark,0,8,0.9459459459459459,0.020459235586515613
I_dark,0,9,1.0,0.015542121160591798
I_dark,0,10,0.9459459459459459,0.025878025656155327
I_dark,0,11,1.0,0.01996642681669383
I_dark,0,12,0.9459459459459459,0.020687875600071005
I_dark,0,13,0.9459459459459459,0.02177808490756741
I_dark,0,14,1.0,0.013988266206387398
I_dark,0,15,0.9459459459459459,0.013505724239024026
I_dark,0,16,1.0,0.01225827865202975
I_dark,0,17,1.0,0.01277276172445613
I_dark,0,18,1.0,0.015574110115461075
I_dark,0,19,0.9459459459459459,0.02208278955088216
I_dark,1,2,1.0,0.02056060407223155
I_dark,1,3,0.9459459459459459,0.020110240904132284
I_dark,1,4,0.9459459459459459,0.013767417646160796
I_dark,1,5,0.9459459459459459,0.012196959938057314
I_dark,1,6,0.9459459459459459,0.01200778335479545
I_dark,1,7,0.9459459459459459,0.0163930572526775
I_dark,1,8,0.9459459459459459,0.01951616869329027
I_dark,1,9,0.9459459459459459,0.010852751617192437
I_dark,1,10,0.9459459459459459,0.01910765411313832
I_dark,1,11,0.9459459459459459,0.015531883154586396
I_dark,1,12,0.9459459459459459,0.017607617276780663
I_dark,1,13,0.9459459459459459,0.02182263518952917
I_dark,1,14,0.9459459459459459,0.014917441632894152
I_dark,1,15,0.9459459459459459,0.009751312702507526
I_dark,1,16,0.9459459459459459,0.019788876961900716
I_dark,1,17,0.9459459459459459,0.010793155156074222
I_dark,1,18,0.9459459459459459,0.010389775416264495
I_dark,1,19,0.9459459459459459,0.01599133659169609
I_dark,2,3,0.9459459459459459,0.014563668944411192
I_dark,2,4,0.9459459459459459,0.02593994244764161
I_dark,2,5,0.9459459459459459,0.025707512089120702
I_dark,2,6,0.9459459459459459,0.02332309460193629
I_dark,2,7,0.9459459459459459,0.02574267055067349
I_dark,2,8,0.9459459459459459,0.020709549853008585
I_dark,2,9,0.9459459459459459,0.021816223269504133
I_dark,2,10,0.9459459459459459,0.03443578317404242
I_dark,2,11,0.9459459459459459,0.016631387170814464
I_dark,2,12,0.9459459459459459,0.023994908118038255
I_dark,2,13,0.9459459459459459,0.01951491520708439
I_dark,2,14,0.9459459459459459,0.013145533380408926
I_dark,2,15,0.9459459459459459,0.020306863866085826
I_dark,2,16,0.9459459459459459,0.015637486977759064
I_dark,2,17,0.9459459459459459,0.020768299414205372
I_dark,2,18,0.9459459459459459,0.013847796956285166
I_dark,2,19,0.9459459459459459,0.01635721046155753
I_dark,3,4,0.9459459459459459,0.02378120326537488
I_dark,3,5,1.0,0.020610367843394976
I_dark,3,6,1.0,0.021892096992125194
I_dark,3,7,0.9459459459459459,0.02613186815422895
I_dark,3,8,1.0,0.01729928824528795
I_dark,3,9,0.9459459459459459,0.02103930855594105
I_dark,3,10,0.9459459459459459,0.03246925850605625
I_dark,3,11,0.9459459459459459,0.018718513219790033
I_dark,3,12,1.0,0.021784572657095866
I_dark,3,13,0.9459459459459459,0.02093266129396811
I_dark,3,14,0.9459459459459459,0.013885818907683707
I_dark,3,15,0.9459459459459459,0.020049280063437612
I_dark,3,16,0.9459459459459459,0.012573757841428765
I_dark,3,17,0.9459459459459459,0.02132697505714383
I_dark,3,18,0.9459459459459459,0.013942437757655557
I_dark,3,19,0.9459459459459459,0.020545253996177903
I_dark,4,5,0.9459459459459459,0.013939978111284196
I_dark,4,6,0.9459459459459459,0.00976678114590797
I_dark,4,7,1.0,0.01087993573563626
I_dark,4,8,0.9459459459459459,0.017581324102972265
I_dark,4,9,1.0,0.009559820958285076
I_dark,4,10,0.9459459459459459,0.015270593063350168
I_dark,4,11,1.0,0.018371076696889248
I_dark,4,12,0.9459459459459459,0.01304544855946465
I_dark,4,13,0.9459459459459459,0.019060893921038446
I_dark,4,14,1.0,0.01606677525171176
I_dark,4,15,0.9459459459459459,0.013104186806680351
I_dark,4,16,1.0,0.018782991661895346
I_dark,4,17,1.0,0.008263988605715361
I_dark,4,18,1.0,0.019854030703739284
I_dark,4,19,0.9459459459459459,0.017781719801115776
I_dark,5,6,1.0,0.013236449216331493
I_dark,5,7,0.9459459459459459,0.019762438124074133
I_dark,5,8,1.0,0.022392481887902854
I_dark,5,9,0.9459459459459459,0.0153936803211665
I_dark,5,10,0.9459459459459459,0.021235837580067418
I_dark,5,11,0.9459459459459459,0.0215459833809913
I_dark,5,12,1.0,0.020062286451590753
I_dark,5,13,0.9459459459459459,0.026280025940207532
I_dark,5,14,0.9459459459459459,0.0182577454814159
I_dark,5,15,0.9459459459459459,0.013005582366587177
I_dark,5,16,0.9459459459459459,0.02011371068889697
I_dark,5,17,0.9459459459459459,0.012961105656954046
I_dark,5,18,0.9459459459459459,0.016199348032524718
I_dark,5,19,0.9459459459459459,0.023913073779560118
I_dark,6,7,0.9459459459459459,0.013062242169244013
I_dark,6,8,1.0,0.015299709769537357
I_dark,6,9,0.9459459459459459,0.011403477087079977
I_dark,6,10,0.9459459459459459,0.01771910295464645
I_dark,6,11,0.9459459459459459,0.016846412502569963
I_dark,6,12,1.0,0.01214826357993215
I_dark,6,13,0.9459459459459459,0.020053513845750347
I_dark,6,14,0.9459459459459459,0.014111312633390315
I_dark,6,15,0.9459459459459459,0.011690644153156007
I_dark,6,16,0.9459459459459459,0.019806950555258586
I_dark,6,17,0.9459459459459459,0.009988658459686413
I_dark,6,18,0.9459459459459459,0.016741306723463852
I_dark,6,19,0.9459459459459459,0.01584262559744599
I_dark,7,8,0.9459459459459459,0.01602381471074338
I_dark,7,9,1.0,0.009058475157448204
I_dark,7,10,0.9459459459459459,0.014561023529103871
I_dark,7,11,1.0,0.015691654450179452
I_dark,7,12,0.9459459459459459,0.012150370783345152
I_dark,7,13,0.9459459459459459,0.01560514371301263
I_dark,7,14,1.0,0.015020351317011649
I_dark,7,15,0.9459459459459459,0.013251801878388245
I_dark,7,16,1.0,0.019717924966188717
I_dark,7,17,1.0,0.012568819723674388
I_dark,7,18,1.0,0.021811202274386085
I_dark,7,19,0.9459459459459459,0.015099423692205257
I_dark,8,9,0.9459459459459459,0.015748161683252326
I_dark,8,10,0.9459459459459459,0.023004582058946916
I_dark,8,11,0.9459459459459459,0.015902660036239236
I_dark,8,12,1.0,0.009090463533331048
I_dark,8,13,0.9459459459459459,0.013428311345766462
I_dark,8,14,0.9459459459459459,0.011430190505151
I_dark,8,15,0.9459459459459459,0.016546123710963173
I_dark,8,16,0.9459459459459459,0.01616539718038561
I_dark,8,17,0.9459459459459459,0.01781199222119227
I_dark,8,18,0.9459459459459459,0.02004090058959334
I_dark,8,19,0.9459459459459459,0.013901660771540833
I_dark,9,10,0.9459459459459459,0.01599331959359467
I_dark,9,11,1.0,0.011829169697607105
I_dark,9,12,0.9459459459459459,0.012586978319780692
I_dark,9,13,0.9459459459459459,0.01631401690910458
I_dark,9,14,1.0,0.012258361840212645
I_dark,9,15,0.9459459459459459,0.011345639757782624
I_dark,9,16,1.0,0.01671235215916015
I_dark,9,17,1.0,0.010482864090728001
I_dark,9,18,1.0,0.015526560440924169
I_dark,9,19,0.9459459459459459,0.013245436932994365
I_dark,10,11,0.9459459459459459,0.024243084266013685
I_dark,10,12,0.9459459459459459,0.017047802043364393
I_dark,10,13,1.0,0.024583284946662457
I_dark,10,14,0.9459459459459459,0.024616536761567862
I_dark,10,15,0.9459459459459459,0.018491203954240018
I_dark,10,16,0.9459459459459459,0.028950484421700777
I_dark,10,17,0.9459459459459459,0.019197939505879853
I_dark,10,18,0.9459459459459459,0.026853153424677634
I_dark,10,19,1.0,0.02379466559149363
I_dark,11,12,0.9459459459459459,0.015981563729707965
I_dark,11,13,0.9459459459459459,0.015669407373798305
I_dark,11,14,1.0,0.01070723521170561
I_dark,11,15,0.9459459459459459,0.01718248622140603
I_dark,11,16,1.0,0.017310295895626455
I_dark,11,17,1.0,0.017619138357122907
I_dark,11,18,1.0,0.013999997213997603
I_dark,11,19,0.9459459459459459,0.00994213462455673
I_dark,12,13,0.9459459459459459,0.013979377497044821
I_dark,12,14,0.9459459459459459,0.014367590539921335
I_dark,12,15,0.9459459459459459,0.015897380662533576
I_dark,12,16,0.9459459459459459,0.01834356808986193
I_dark,12,17,0.9459459459459459,0.01544863660591583
I_dark,12,18,0.9459459459459459,0.020983045833076273
I_dark,12,19,0.9459459459459459,0.015379745066617342
I_dark,13,14,0.9459459459459459,0.01335206647309918
I_dark,13,15,0.9459459459459459,0.01926210813379983
I_dark,13,16,0.9459459459459459,0.013884824468629507
I_dark,13,17,0.9459459459459459,0.018434588133164388
I_dark,13,18,0.9459459459459459,0.021043500236299396
I_dark,13,19,1.0,0.013530940212674787
I_dark,14,15,0.9459459459459459,0.011736173356225826
I_dark,14,16,1.0,0.010697399887065058
I_dark,14,17,1.0,0.012637138930266797
I_dark,14,18,1.0,0.012819938893571524
I_dark,14,19,0.9459459459459459,0.010890692255647417
I_dark,15,16,0.9459459459459459,0.01714246230388947
I_dark,15,17,0.9459459459459459,0.008220042891400919
I_dark,15,18,0.9459459459459459,0.014407642710323097
I_dark,15,19,0.9459459459459459,0.016606131273098165
I_dark,16,17,1.0,0.01614486182291332
I_dark,16,18,1.0,0.016560930497757354
I_dark,16,19,0.9459459459459459,0.01848854896150303
I_dark,17,18,1.0,0.01584008741405797
I_dark,17,19,0.9459459459459459,0.015953529037764796
I_dark,18,19,0.9459459459459459,0.015993700096636275
I_photo,0,1,0.8227848101265823,0.003615499631742618
I_photo,0,2,0.8461538461538461,0.004800604318807459
I_photo,0,3,0.8947368421052632,0.004102893164455808
I_photo,0,4,0.9459459459459459,0.005393043925777306
I_photo,0,5,0.92,0.00436105396960975
I_photo,0,6,0.8701298701298701,0.0031841510162104974
I_photo,0,7,0.92,0.003359749754075829
I_photo,0,8,0.8461538461538461,0.0037109026970186584
I_photo,0,9,0.9726027397260274,0.004392942124957246
I_photo,0,10,0.8947368421052632,0.0036627964702738948
I_photo,0,11,0.8701298701298701,0.00450687568525598
I_photo,0,12,0.8947368421052632,0.0038939484078377475
I_photo,0,13,0.8947368421052632,0.003605675866173727
I_photo,0,14,0.8701298701298701,0.004100089879657681
I_photo,0,15,0.8701298701298701,0.013913966807751341
I_photo,0,16,0.8701298701298701,0.004272992288889168
I_photo,0,17,0.8701298701298701,0.0031931007110666313
I_photo,0,18,0.8701298701298701,0.004119416753655669
I_photo,0,19,0.8701298701298701,0.0041115633564317265
I_photo,1,2,0.8,0.005599368437600629
I_photo,1,3,0.8,0.004057524361368884
I_photo,1,4,0.8227848101265823,0.00753209715568286
I_photo,1,5,0.8461538461538461,0.006273551091808483
I_photo,1,6,0.8461538461538461,0.0043489441252571315
I_photo,1,7,0.8461538461538461,0.00448743702151531
I_photo,1,8,0.8461538461538461,0.0028124114879730655
I_photo,1,9,0.8,0.006019845842961178
I_photo,1,10,0.8461538461538461,0.0044168643884438166
I_photo,1,11,0.8947368421052632,0.00520588153473945
I_photo,1,12,0.8701298701298701,0.005363993516972523
I_photo,1,13,0.8701298701298701,0.004057446492238552
I_photo,1,14,0.8701298701298701,0.004422582362896392
I_photo,1,15,0.8701298701298701,0.015603970759733432
I_photo,1,16,0.8461538461538461,0.0045017613735025466
I_photo,1,17,0.8461538461538461,0.003412684528024778
I_photo,1,18,0.8461538461538461,0.0045060011126001115
I_photo,1,19,0.8227848101265823,0.004079481275100873
I_photo,2,3,0.8947368421052632,0.004221294467288562
I_photo,2,4,0.8701298701298701,0.005139392011125851
I_photo,2,5,0.8701298701298701,0.003342636594650683
I_photo,2,6,0.8701298701298701,0.005310125686003097
I_photo,2,7,0.8701298701298701,0.005178658663603682
I_photo,2,8,0.8947368421052632,0.004027669530991907
I_photo,2,9,0.8461538461538461,0.006296218798117032
I_photo,2,10,0.8701298701298701,0.006107468443439268
I_photo,2,11,0.8461538461538461,0.005116114142722522
I_photo,2,12,0.8701298701298701,0.004675341472391777
I_photo,2,13,0.8947368421052632,0.003348444325533764
I_photo,2,14,0.8461538461538461,0.004662704286444472
I_photo,2,15,0.8947368421052632,0.011342636348874514
I_photo,2,16,0.8947368421052632,0.003990352124720584
I_photo,2,17,0.8947368421052632,0.005218062095508977
I_photo,2,18,0.8947368421052632,0.004069404807967967
I_photo,2,19,0.8947368421052632,0.0051084244224417225
I_photo,3,4,0.8947368421052632,0.007285781682734079
I_photo,3,5,0.8947368421052632,0.005671524721110274
I_photo,3,6,0.92,0.004486308759498374
I_photo,3,7,0.9459459459459459,0.004743843392053346
I_photo,3,8,0.8701298701298701,0.003563656051892026
I_photo,3,9,0.92,0.005777549588111115
I_photo,3,10,0.9459459459459459,0.00508315414452088
I_photo,3,11,0.8947368421052632,0.004472933177713899
I_photo,3,12,0.8947368421052632,0.004766333191606958
I_photo,3,13,0.8947368421052632,0.0027039459667803733
I_photo,3,14,0.92,0.00264903095780902
I_photo,3,15,0.8947368421052632,0.015022700812858574
I_photo,3,16,0.9459459459459459,0.0012730197124443058
I_photo,3,17,0.9459459459459459,0.0034365820983826853
I_photo,3,18,0.9459459459459459,0.0017789891096071622
I_photo,3,19,0.92,0.002486390640126497
I_photo,4,5,0.9726027397260274,0.0028376308102339874
I_photo,4,6,0.8461538461538461,0.005110539551972063
I_photo,4,7,0.92,0.004594235518001816
I_photo,4,8,0.8701298701298701,0.0068785534142723655
I_photo,4,9,0.92,0.004874633178410929
I_photo,4,10,0.8947368421052632,0.00562487293554364
I_photo,4,11,0.8701298701298701,0.005490708123360855
I_photo,4,12,0.92,0.004401621761744123
I_photo,4,13,0.92,0.005834167227903498
I_photo,4,14,0.8701298701298701,0.005996928854756552
I_photo,4,15,0.92,0.009758618564417976
I_photo,4,16,0.8701298701298701,0.006758332039120115
I_photo,4,17,0.8701298701298701,0.006068767449864178
I_photo,4,18,0.8947368421052632,0.0068451006814024
I_photo,4,19,0.8461538461538461,0.006880526857836536
I_photo,5,6,0.8461538461538461,0.004445681845868173
I_photo,5,7,0.92,0.004319261613254892
I_photo,5,8,0.8701298701298701,0.005476819162689917
I_photo,5,9,0.8947368421052632,0.005279312584918301
I_photo,5,10,0.8947368421052632,0.005161007403334161
I_photo,5,11,0.8701298701298701,0.00530539313596853
I_photo,5,12,0.92,0.00419570034873287
I_photo,5,13,0.92,0.004601649605936716
I_photo,5,14,0.8701298701298701,0.00503033304380254
I_photo,5,15,0.92,0.010227360288828962
I_photo,5,16,0.8701298701298701,0.005390696951340438
