split,row_id,group_id
train,0,3765765162242439701
train,1,12816177013697617925
train,2,10539271283961051071
train,3,3371631208540637995
train,8,14547390297170085011
train,11,4253972365711734043
train,14,11643629726484600332
train,19,3494250555080783753
train,20,14100953261967155807
train,22,6517130074721695667
train,25,5857788625354206728
train,28,14988660033747214345
train,33,16164245777420927440
train,34,13370015301709921327
train,35,16501516911797089168
train,36,5144607327742428380
train,37,7155552337602576564
train,39,12935788499417564366
train,40,3779633422659776445
train,41,3779633422659776445
train,42,13161242281976296834
train,43,14100953261967155807
train,47,3494250555080783753
train,48,13867644369009061341
train,50,16164245777420927440
train,51,5144607327742428380
train,55,6517130074721695667
train,56,2033506848451370756
train,58,7311808897764695838
train,59,5127878088967066821
train,61,14100953261967155807
train,62,12112510911978131146
train,63,14988660033747214345
train,64,4106527973129540887
train,69,10395993465976512970
train,70,13806398585976261423
train,72,7311808897764695838
train,73,16164245777420927440
train,74,4253972365711734043
train,76,7286060296444835846
train,77,10743645008157788724
train,78,9184494546452176042
train,79,14100953261967155807
train,80,12849312948239067464
train,82,7286060296444835846
train,83,17608710593314742079
train,84,13867644369009061341
train,86,10539271283961051071
train,90,13806398585976261423
train,91,3765765162242439701
train,93,18026431441542812131
train,95,7126979072579706712
train,96,2216844718377656366
train,97,13867644369009061341
train,98,9184494546452176042
train,101,2216844718377656366
train,103,18026431441542812131
train,106,2860266914913243763
train,109,14082706842164037214
train,110,779010489516208886
train,111,15180030701036252205
train,113,5144607327742428380
train,114,16519722322841066187
train,115,11714911050137312102
train,121,12886194249589357920
train,123,12849312948239067464
train,124,18026431441542812131
train,126,433422742429117681
train,129,11643629726484600332
train,131,59563343903943478
train,133,10954724855113224492
train,136,2447368541047246097
train,137,2860266914913243763
train,140,2033506848451370756
train,143,14547390297170085011
train,144,16519722322841066187
train,147,9216328605101287225
train,149,13149960228396626776
train,150,7126979072579706712
train,152,4106527973129540887
train,154,10954724855113224492
train,157,3193110456536102066
train,158,3371631208540637995
train,159,7311808897764695838
train,162,2447368541047246097
train,163,4106527973129540887
train,164,7286060296444835846
train,167,6508029577517650568
train,169,13149960228396626776
train,170,1633077101789385956
train,171,4261926717090881150
train,176,8778145279652222064
train,177,2671493380122846465
train,179,16164245777420927440
train,180,9184494546452176042
train,184,2216844718377656366
train,185,7126979072579706712
train,186,12981595077382156139
train,187,4253972365711734043
train,188,12112510911978131146
train,195,7286060296444835846
train,197,13344013943894260190
train,198,15180030701036252205
train,200,6517130074721695667
train,201,7155552337602576564
train,203,433422742429117681
train,205,12935788499417564366
train,207,7538273554073210114
train,213,16069905982438259650
train,215,17951410366048416543
train,217,2671493380122846465
train,220,17608710593314742079
train,225,9029148243980292461
train,226,4253972365711734043
train,228,16501516911797089168
train,230,9029148243980292461
train,231,3779633422659776445
train,232,13867644369009061341
train,235,5127878088967066821
train,236,11643629726484600332
train,238,14547390297170085011
train,239,3193110456536102066
train,240,10743645008157788724
train,241,16164245777420927440
train,243,3212080770719938515
train,245,17951410366048416543
train,247,9728360064296503812
train,248,13640118791446356878
train,249,17485459239320075305
train,251,6508029577517650568
train,252,3744802582600429992
train,253,9184494546452176042
train,254,5144607327742428380
train,255,13806398585976261423
train,256,14100953261967155807
train,257,433422742429117681
train,259,10539271283961051071
train,262,3765765162242439701
train,263,9216328605101287225
train,268,14547390297170085011
train,269,10539271283961051071
train,271,15363031408316951214
train,273,11714911050137312102
train,274,16501516911797089168
train,277,7136007211031035799
train,281,7286060296444835846
train,286,10743645008157788724
train,289,59563343903943478
train,290,14100953261967155807
