split,row_id,group_id
train,1,12816177013697617925
train,3,3371631208540637995
train,5,579736006479800074
train,6,4552925917595615164
train,10,1367897570274288222
train,12,7464429288297915064
train,14,11643629726484600332
train,17,579736006479800074
train,18,4837710515318421738
train,19,3494250555080783753
train,21,13753303497944442308
train,22,6517130074721695667
train,24,11854955608364436255
train,25,5857788625354206728
train,26,1906069974405082520
train,27,6305389621858259219
train,30,3933886296999063760
train,31,222992878073105781
train,34,13370015301709921327
train,36,5144607327742428380
train,38,8793357247245534573
train,39,12935788499417564366
train,41,3779633422659776445
train,44,15038946426069692038
train,45,3933886296999063760
train,47,3494250555080783753
train,48,13867644369009061341
train,49,579736006479800074
train,51,5144607327742428380
train,52,1378160361063041439
train,55,6517130074721695667
train,59,5127878088967066821
train,62,12112510911978131146
train,77,10743645008157788724
train,80,12849312948239067464
train,82,7286060296444835846
train,83,17608710593314742079
train,85,8562678507013604755
train,90,13806398585976261423
train,92,15038946426069692038
train,93,18026431441542812131
train,95,7126979072579706712
train,97,13867644369009061341
train,99,14219469232104377133
train,100,11587428247216890986
train,103,18026431441542812131
train,104,12882774050561771087
train,109,14082706842164037214
train,110,779010489516208886
train,111,15180030701036252205
train,112,11587428247216890986
train,113,5144607327742428380
train,117,15230833052760599040
train,120,10829525609740651031
train,122,12823118457006761398
train,123,12849312948239067464
train,124,18026431441542812131
train,125,18237334030368139870
train,126,433422742429117681
train,127,17451691503515762550
train,132,2056914843148536795
train,134,603198139025932464
train,138,3134241803077969267
train,139,15230833052760599040
train,143,14547390297170085011
train,146,6305389621858259219
train,147,9216328605101287225
train,148,18237334030368139870
train,150,7126979072579706712
train,152,4106527973129540887
train,153,14456930291123660273
train,155,6305389621858259219
train,157,3193110456536102066
train,158,3371631208540637995
train,163,4106527973129540887
train,165,15038946426069692038
train,168,14219469232104377133
train,169,13149960228396626776
train,171,4261926717090881150
train,172,1367897570274288222
train,173,4837710515318421738
train,178,3483175946691254694
train,181,13944279034983237670
train,182,9415233787243991652
train,183,11587428247216890986
train,184,2216844718377656366
train,185,7126979072579706712
train,188,12112510911978131146
train,191,15854623793106210877
train,192,5637171177688138856
train,193,12823118457006761398
train,194,13052852389533457310
train,195,7286060296444835846
train,200,6517130074721695667
train,204,10829525609740651031
train,205,12935788499417564366
train,209,11854955608364436255
train,212,6305389621858259219
train,220,17608710593314742079
train,221,15038946426069692038
train,222,3933886296999063760
train,223,10893922623691634355
train,230,9029148243980292461
train,231,3779633422659776445
train,232,13867644369009061341
train,233,3392607520233113049
train,235,5127878088967066821
train,236,11643629726484600332
train,238,14547390297170085011
train,239,3193110456536102066
train,240,10743645008157788724
train,244,10829525609740651031
train,248,13640118791446356878
train,249,17485459239320075305
train,252,3744802582600429992
train,254,5144607327742428380
train,255,13806398585976261423
train,257,433422742429117681
train,260,1367897570274288222
train,261,7296031158140813817
train,263,9216328605101287225
train,264,2056914843148536795
train,266,14219469232104377133
train,268,14547390297170085011
train,271,15363031408316951214
train,273,11714911050137312102
train,275,3134241803077969267
train,278,11587428247216890986
train,279,1378160361063041439
train,280,3141391476646313355
train,281,7286060296444835846
train,283,13753303497944442308
train,284,5637171177688138856
train,286,10743645008157788724
train,287,7296031158140813817
train,291,8372103036707258832
train,293,7681735671422946543
train,294,15180030701036252205
train,297,11032972375804727196
train,298,3212080770719938515
train,302,12112510911978131146
train,304,9029148243980292461
train,305,1906069974405082520
train,308,9029148243980292461
train,309,779010489516208886
train,310,11714911050137312102
train,311,7069279127234648490
train,315,3371631208540637995
train,316,5127878088967066821
train,320,11587428247216890986
train,322,2056914843148536795
train,327,3779633422659776445
train,328,1633077101789385956
train,329,13370015301709921327
train,330,12816177013697617925
train,331,7155552337602576564
train,332,2832837163574657009
train,333,5637171177688138856
train,334,12112510911978131146
train,336,11714911050137312102
train,337,14082706842164037214
train,339,12823118457006761398
train,340,3483175946691254694
train,341,7167329586276071870
train,342,14547390297170085011
train,343,9415233787243991652
train,348,8372103036707258832
train,351,3262830124868165494
train,352,17533524623644286140
train,355,10743645008157788724
train,357,11643629726484600332
train,360,11032972375804727196
train,361,7681735671422946543
train,362,3134241803077969267
train,363,4261926717090881150
train,364,13753303497944442308
train,366,3193110456536102066
train,367,579736006479800074
train,369,3494250555080783753
train,371,14547390297170085011
train,372,10395993465976512970
train,373,9415233787243991652
train,374,8372103036707258832
train,375,4552925917595615164
train,377,13052852389533457310
train,378,4747465828158748725
train,381,3684234868495982631
train,383,10893922623691634355
train,385,7286060296444835846
train,388,17492872546512810480
train,393,10813817281839957845
train,397,3494250555080783753
train,401,2359625090975412513
train,403,7155552337602576564
train,404,15038946426069692038
train,406,2359625090975412513
train,411,3262830124868165494
train,417,10395993465976512970
train,418,7126979072579706712
train,419,4747465828158748725
train,425,433422742429117681
train,431,3212080770719938515
train,433,17319768135093042826
train,439,12816177013697617925
train,440,4835108955857078241
train,441,3744802582600429992
train,442,17533524623644286140
train,446,11854955608364436255
train,448,18237334030368139870
train,449,14219469232104377133
train,454,2359625090975412513
train,455,8813459275462154891
train,456,5127878088967066821
train,457,3933886296999063760
train,458,18058330792975761325
train,461,7126979072579706712
train,463,8813459275462154891
train,466,7286060296444835846
train,467,10829525609740651031
train,468,17608710593314742079
train,469,3744802582600429992
train,470,6517130074721695667
train,472,17485459239320075305
train,474,14456930291123660273
train,475,18026431441542812131
train,481,4747465828158748725
train,484,3684234868495982631
train,488,1633077101789385956
train,489,5355939635520617484
train,496,12112510911978131146
train,498,433422742429117681
train,500,3262830124868165494
train,502,18237334030368139870
train,503,2217437892012799629
train,505,13370015301709921327
train,507,5637171177688138856
train,511,8793357247245534573
train,512,18026431441542812131
train,513,17938021924088880075
train,515,9415233787243991652
train,516,15854623793106210877
train,518,603198139025932464
train,521,15180030701036252205
train,523,7681735671422946543
train,524,15854623793106210877
train,526,3141391476646313355
train,527,1367897570274288222
train,537,17608710593314742079
train,538,18237334030368139870
train,540,12849312948239067464
train,544,7681735671422946543
train,550,5637171177688138856
train,554,3392607520233113049
train,555,12849312948239067464
train,556,13753303497944442308
train,557,4552925917595615164
train,560,3212080770719938515
train,569,12882774050561771087
train,570,17319768135093042826
train,571,14082706842164037214
train,579,8372103036707258832
train,580,14082706842164037214
train,581,13944279034983237670
train,583,3933886296999063760
train,585,8813459275462154891
train,587,1367897570274288222
train,588,15854623793106210877
train,589,15854623793106210877
train,590,4261926717090881150
train,591,13149960228396626776
train,592,12816177013697617925
train,594,14219469232104377133
train,595,13640118791446356878
train,597,10893922623691634355
train,599,579736006479800074
train,601,3371631208540637995
train,602,17485459239320075305
train,607,779010489516208886
train,608,1633077101789385956
train,610,3371631208540637995
train,612,4261926717090881150
train,615,13944279034983237670
train,616,4374302465450070181
train,617,2217437892012799629
train,621,10395993465976512970
train,624,1633077101789385956
train,629,222992878073105781
train,630,3141391476646313355
train,633,17938021924088880075
train,634,7167329586276071870
train,635,18058330792975761325
train,637,18058330792975761325
train,640,13944279034983237670
train,641,9029148243980292461
train,643,8793357247245534573
train,646,3684234868495982631
train,647,222992878073105781
train,651,15854623793106210877
train,653,13370015301709921327
train,654,13640118791446356878
train,655,2217437892012799629
train,656,6517130074721695667
train,659,15363031408316951214
train,660,11723817789070393620
train,664,12849312948239067464
train,665,17938021924088880075
train,666,13149960228396626776
train,667,2217437892012799629
train,668,14456930291123660273
train,669,15425818973916266975
train,672,10743645008157788724
train,676,3684234868495982631
train,678,14082706842164037214
train,682,17533524623644286140
train,683,2216844718377656366
train,688,3371631208540637995
train,690,4552925917595615164
train,693,8372103036707258832
train,695,4835108955857078241
train,696,15425818973916266975
train,697,11714911050137312102
train,699,10829525609740651031
train,700,7126979072579706712
train,701,15854623793106210877
train,702,17938021924088880075
train,704,5127878088967066821
train,706,6517130074721695667
train,708,1378160361063041439
train,709,1906069974405082520
train,712,603198139025932464
train,713,8372103036707258832
train,714,603198139025932464
train,715,8562678507013604755
train,716,9415233787243991652
train,719,15038946426069692038
train,721,12849312948239067464
train,722,6898913632721408619
train,725,9415233787243991652
train,727,3262830124868165494
train,728,17533524623644286140
train,729,14219469232104377133
train,730,12816177013697617925
train,731,7681735671422946543
train,735,14934561482547682078
train,736,13867644369009061341
train,738,3744802582600429992
train,739,17492872546512810480
train,741,18237334030368139870
train,742,8813459275462154891
train,746,18237334030368139870
train,747,8562678507013604755
train,748,14934561482547682078
train,749,15230833052760599040
train,751,12935788499417564366
train,752,3684234868495982631
train,753,5637171177688138856
train,754,14456930291123660273
train,755,6898913632721408619
train,756,2216844718377656366
train,758,4835108955857078241
train,759,17451691503515762550
train,760,222992878073105781
train,761,15230833052760599040
train,763,13944279034983237670
train,765,7069279127234648490
train,766,17451691503515762550
train,768,15180030701036252205
train,772,7464429288297915064
train,773,13149960228396626776
train,774,3193110456536102066
train,776,8793357247245534573
train,778,1367897570274288222
train,779,5637171177688138856
train,780,13753303497944442308
train,781,11643629726484600332
train,782,3684234868495982631
train,783,9216328605101287225
train,784,7286060296444835846
train,789,5857788625354206728
train,790,7167329586276071870
train,791,7296031158140813817
train,796,3494250555080783753
train,797,2217437892012799629
train,799,4106527973129540887
train,800,3483175946691254694
train,802,15363031408316951214
train,803,6898913632721408619
train,805,6517130074721695667
train,806,14219469232104377133
train,807,4837710515318421738
train,810,3779633422659776445
train,812,3494250555080783753
train,813,5127878088967066821
train,815,5355939635520617484
train,816,433422742429117681
train,819,3744802582600429992
train,820,11714911050137312102
train,823,2832837163574657009
train,824,15230833052760599040
train,825,4837710515318421738
train,826,14456930291123660273
train,827,2832837163574657009
train,828,12849312948239067464
train,829,8372103036707258832
train,835,3134241803077969267
train,836,3744802582600429992
train,840,4374302465450070181
train,841,11723817789070393620
train,843,579736006479800074
train,844,13370015301709921327
train,846,15854623793106210877
train,847,15038946426069692038
train,848,15425818973916266975
train,849,14456930291123660273
train,852,4106527973129540887
train,853,12112510911978131146
train,854,14082706842164037214
train,856,11723817789070393620
train,857,12823118457006761398
train,862,12935788499417564366
train,863,14082706842164037214
