task,seed,split,group_id,n_points
AC_Response,44,train,16406327631433526260,28
AC_Response,44,train,869685322261252957,28
AC_Response,44,train,17177253068705741675,28
AC_Response,44,train,4381028864758797162,28
AC_Response,44,train,1062234375139852529,28
AC_Response,44,train,11523722328579267051,28
AC_Response,44,train,3402320749389468369,28
AC_Response,44,train,15076552308508060508,28
AC_Response,44,train,12408152172928847518,28
AC_Response,44,train,11519709022772450725,28
AC_Response,44,train,6042616877882084778,28
AC_Response,44,train,3766308496770492318,28
AC_Response,44,train,12552086576878223737,28
AC_Response,44,train,1015852638890412653,28
AC_Response,44,train,5086348268569391686,28
AC_Response,44,train,8115719833540228731,28
AC_Response,44,train,14542734286284699756,28
AC_Response,44,train,6308849522308401573,28
AC_Response,44,train,385409706114037048,28
AC_Response,44,train,3083009041752371786,28
AC_Response,44,train,1102911703873588363,28
AC_Response,44,train,8801835938313083490,28
AC_Response,44,train,6431290111938284445,28
AC_Response,44,train,8259856114936990545,28
AC_Response,44,train,14925940557847983943,28
AC_Response,44,train,15165174592579684514,28
AC_Response,44,train,15915415103177725736,28
AC_Response,44,train,5417274375214438322,28
AC_Response,44,train,13058981581108217973,28
AC_Response,44,train,10318556855553405500,28
AC_Response,44,train,13857080191999532053,28
AC_Response,44,train,14030010393685506498,28
AC_Response,44,train,15256650157893810940,28
AC_Response,44,train,17394947245709734813,28
AC_Response,44,train,6951561072364878352,28
AC_Response,44,train,7554141485682215590,28
AC_Response,44,train,2996005905799625730,28
AC_Response,44,train,6410035451867130339,28
AC_Response,44,train,16541905887176100137,28
AC_Response,44,train,14080291052260215929,28
AC_Response,44,train,9131232228778995290,28
AC_Response,44,train,6183833702133835153,28
AC_Response,44,train,13894251431710084294,28
AC_Response,44,train,3712240751709899868,28
AC_Response,44,train,8171303673975013206,28
AC_Response,44,train,17871160977092490614,28
AC_Response,44,train,3063462922452919031,28
AC_Response,44,train,8365660235088368164,28
AC_Response,44,train,14780227274271489565,28
AC_Response,44,train,10399213306103495125,28
AC_Response,44,train,15363827923754144579,28
AC_Response,44,train,15493075907902210391,28
AC_Response,44,train,5230745145462099467,28
AC_Response,44,train,9319956976912993182,28
AC_Response,44,train,2337157221459530110,28
AC_Response,44,train,9082082196135538154,28
AC_Response,44,train,14612151002491318071,28
AC_Response,44,train,17136393541049134550,28
AC_Response,44,train,631923151567513377,28
AC_Response,44,train,8038139640542861367,28
AC_Response,44,train,4763887798637117351,28
AC_Response,44,train,9731388305634911064,28
AC_Response,44,train,15468058970195626653,28
AC_Response,44,train,4787501490018871704,28
AC_Response,44,train,7035166681821702163,28
AC_Response,44,train,2554276162761610342,28
AC_Response,44,train,17268235322529381975,28
AC_Response,44,train,5907817959460322520,28
AC_Response,44,train,959363961973256592,28
