split,row_id,group_id
train,0,3765765162242439701
train,1,12816177013697617925
train,2,10539271283961051071
train,4,3703347433873037581
train,6,4552925917595615164
train,9,13197426831660621428
train,12,7464429288297915064
train,16,833253205382390921
train,19,3494250555080783753
train,21,13753303497944442308
train,23,9985116505034206452
train,27,6305389621858259219
train,32,4556256472297801959
train,33,16164245777420927440
train,34,13370015301709921327
train,35,16501516911797089168
train,36,5144607327742428380
train,39,12935788499417564366
train,47,3494250555080783753
train,48,13867644369009061341
train,50,16164245777420927440
train,51,5144607327742428380
train,52,1378160361063041439
train,56,2033506848451370756
train,59,5127878088967066821
train,62,12112510911978131146
train,64,4106527973129540887
train,67,14219469232104377133
train,68,7884238669149658161
train,71,3483175946691254694
train,73,16164245777420927440
train,76,7286060296444835846
train,78,9184494546452176042
train,81,7464429288297915064
train,82,7286060296444835846
train,83,17608710593314742079
train,84,13867644369009061341
train,85,8562678507013604755
train,86,10539271283961051071
train,88,13197426831660621428
train,89,11533471517763731933
train,91,3765765162242439701
train,93,18026431441542812131
train,94,3703347433873037581
train,97,13867644369009061341
train,98,9184494546452176042
train,99,14219469232104377133
train,100,11587428247216890986
train,103,18026431441542812131
train,106,2860266914913243763
train,107,7296031158140813817
train,110,779010489516208886
train,112,11587428247216890986
train,113,5144607327742428380
train,115,11714911050137312102
train,116,11587428247216890986
train,117,15230833052760599040
train,118,18393380424088899902
train,119,2928394120619732261
train,120,10829525609740651031
train,124,18026431441542812131
train,126,433422742429117681
train,130,3703347433873037581
train,132,2056914843148536795
train,134,603198139025932464
train,135,2124884718484563516
train,137,2860266914913243763
train,139,15230833052760599040
train,140,2033506848451370756
train,142,8562678507013604755
train,145,8813459275462154891
train,146,6305389621858259219
train,152,4106527973129540887
train,155,6305389621858259219
train,156,17492872546512810480
train,157,3193110456536102066
train,160,4552925917595615164
train,163,4106527973129540887
train,164,7286060296444835846
train,167,6508029577517650568
train,168,14219469232104377133
train,170,1633077101789385956
train,174,7681735671422946543
train,175,13944279034983237670
train,178,3483175946691254694
train,179,16164245777420927440
train,180,9184494546452176042
train,181,13944279034983237670
train,182,9415233787243991652
train,183,11587428247216890986
train,186,12981595077382156139
train,188,12112510911978131146
train,190,3392607520233113049
train,194,13052852389533457310
train,195,7286060296444835846
train,202,18393380424088899902
train,203,433422742429117681
train,204,10829525609740651031
train,205,12935788499417564366
train,206,10990274489596691850
train,207,7538273554073210114
train,210,10990274489596691850
train,212,6305389621858259219
train,213,16069905982438259650
train,219,11533471517763731933
train,220,17608710593314742079
train,223,10893922623691634355
train,224,7167329586276071870
train,225,9029148243980292461
train,228,16501516911797089168
train,230,9029148243980292461
train,232,13867644369009061341
train,233,3392607520233113049
train,234,2314355766595058403
train,235,5127878088967066821
train,239,3193110456536102066
train,241,16164245777420927440
train,242,13197426831660621428
train,243,3212080770719938515
train,244,10829525609740651031
train,246,13944279034983237670
train,247,9728360064296503812
train,249,17485459239320075305
train,250,7884238669149658161
train,251,6508029577517650568
train,252,3744802582600429992
train,253,9184494546452176042
train,254,5144607327742428380
train,257,433422742429117681
train,258,2124884718484563516
train,259,10539271283961051071
train,261,7296031158140813817
train,262,3765765162242439701
train,264,2056914843148536795
train,265,6305389621858259219
train,266,14219469232104377133
train,267,5302328922938549098
train,269,10539271283961051071
train,270,3703347433873037581
train,271,15363031408316951214
train,273,11714911050137312102
train,274,16501516911797089168
train,277,7136007211031035799
train,278,11587428247216890986
train,279,1378160361063041439
train,281,7286060296444835846
train,282,10990274489596691850
train,283,13753303497944442308
train,287,7296031158140813817
