split,row_id,group_id
train,0,3765765162242439701
train,1,12816177013697617925
train,2,10539271283961051071
train,3,3371631208540637995
train,4,3703347433873037581
train,5,579736006479800074
train,7,14456930291123660273
train,11,4253972365711734043
train,17,579736006479800074
train,20,14100953261967155807
train,21,13753303497944442308
train,23,9985116505034206452
train,24,11854955608364436255
train,27,6305389621858259219
train,29,15255519671477510073
train,30,3933886296999063760
train,31,222992878073105781
train,32,4556256472297801959
train,33,16164245777420927440
train,34,13370015301709921327
train,37,7155552337602576564
train,38,8793357247245534573
train,43,14100953261967155807
train,45,3933886296999063760
train,48,13867644369009061341
train,49,579736006479800074
train,50,16164245777420927440
train,52,1378160361063041439
train,53,7157631882990673600
train,54,17234994038809733169
train,59,5127878088967066821
train,61,14100953261967155807
train,62,12112510911978131146
train,67,14219469232104377133
train,68,7884238669149658161
train,73,16164245777420927440
train,74,4253972365711734043
train,75,11892504857466714026
train,76,7286060296444835846
train,77,10743645008157788724
train,79,14100953261967155807
train,82,7286060296444835846
train,83,17608710593314742079
train,84,13867644369009061341
train,85,8562678507013604755
train,86,10539271283961051071
train,87,7157631882990673600
train,89,11533471517763731933
train,91,3765765162242439701
train,94,3703347433873037581
train,95,7126979072579706712
train,97,13867644369009061341
train,99,14219469232104377133
train,100,11587428247216890986
train,102,11892504857466714026
train,106,2860266914913243763
train,108,579736006479800074
train,112,11587428247216890986
train,115,11714911050137312102
train,116,11587428247216890986
train,118,18393380424088899902
train,119,2928394120619732261
train,120,10829525609740651031
train,121,12886194249589357920
train,125,18237334030368139870
train,130,3703347433873037581
train,134,603198139025932464
train,136,2447368541047246097
train,137,2860266914913243763
train,141,903425415547655004
train,142,8562678507013604755
train,145,8813459275462154891
train,146,6305389621858259219
train,147,9216328605101287225
train,148,18237334030368139870
train,149,13149960228396626776
train,150,7126979072579706712
train,151,8372103036707258832
train,153,14456930291123660273
train,155,6305389621858259219
train,156,17492872546512810480
train,157,3193110456536102066
train,158,3371631208540637995
train,161,903425415547655004
train,162,2447368541047246097
train,164,7286060296444835846
train,167,6508029577517650568
train,168,14219469232104377133
train,169,13149960228396626776
train,170,1633077101789385956
train,171,4261926717090881150
train,174,7681735671422946543
train,176,8778145279652222064
train,177,2671493380122846465
train,179,16164245777420927440
train,182,9415233787243991652
train,183,11587428247216890986
train,185,7126979072579706712
train,187,4253972365711734043
train,188,12112510911978131146
train,189,15255519671477510073
train,194,13052852389533457310
train,195,7286060296444835846
train,196,903425415547655004
train,197,13344013943894260190
train,199,903425415547655004
train,201,7155552337602576564
train,202,18393380424088899902
train,204,10829525609740651031
train,207,7538273554073210114
train,209,11854955608364436255
train,212,6305389621858259219
train,213,16069905982438259650
train,214,4155552024635161694
train,215,17951410366048416543
train,216,15255519671477510073
train,217,2671493380122846465
train,219,11533471517763731933
train,220,17608710593314742079
train,222,3933886296999063760
train,226,4253972365711734043
train,229,7157631882990673600
train,232,13867644369009061341
train,234,2314355766595058403
train,235,5127878088967066821
train,237,8793357247245534573
train,239,3193110456536102066
train,240,10743645008157788724
train,241,16164245777420927440
train,244,10829525609740651031
train,245,17951410366048416543
train,247,9728360064296503812
train,249,17485459239320075305
train,250,7884238669149658161
train,251,6508029577517650568
train,256,14100953261967155807
train,259,10539271283961051071
train,262,3765765162242439701
train,263,9216328605101287225
train,265,6305389621858259219
train,266,14219469232104377133
train,267,5302328922938549098
train,269,10539271283961051071
train,270,3703347433873037581
train,272,17234994038809733169
train,273,11714911050137312102
train,276,903425415547655004
train,278,11587428247216890986
train,279,1378160361063041439
