task,seed,split,group_id,n_points
I_photo,42,train,3765765162242439701,16
I_photo,42,train,10539271283961051071,16
I_photo,42,train,3371631208540637995,16
I_photo,42,train,11466687228653126879,16
I_photo,42,train,14456930291123660273,16
I_photo,42,train,14547390297170085011,16
I_photo,42,train,1367897570274288222,16
I_photo,42,train,4253972365711734043,16
I_photo,42,train,11643629726484600332,16
I_photo,42,train,380264510751012186,16
I_photo,42,train,833253205382390921,16
I_photo,42,train,9667714962377621122,16
I_photo,42,train,14100953261967155807,16
I_photo,42,train,13753303497944442308,16
I_photo,42,train,9985116505034206452,16
I_photo,42,train,1906069974405082520,16
I_photo,42,train,6305389621858259219,16
I_photo,42,train,14988660033747214345,16
I_photo,42,train,15255519671477510073,16
I_photo,42,train,11670123405847124996,16
I_photo,42,train,16164245777420927440,16
I_photo,42,train,13370015301709921327,16
I_photo,42,train,16501516911797089168,16
I_photo,42,train,5144607327742428380,16
I_photo,42,train,7155552337602576564,16
I_photo,42,train,8793357247245534573,16
I_photo,42,train,15038946426069692038,16
I_photo,42,train,12823118457006761398,16
I_photo,42,train,13867644369009061341,16
I_photo,42,train,6773202851586692869,16
I_photo,42,train,7157631882990673600,16
I_photo,42,train,17234994038809733169,16
I_photo,42,train,7430333983200610085,16
I_photo,42,train,7311808897764695838,16
I_photo,42,train,17010250892712216977,16
I_photo,42,train,12112510911978131146,16
I_photo,42,train,4106527973129540887,16
I_photo,42,train,6563696386679920944,16
I_photo,42,train,3483175946691254694,16
I_photo,42,train,11892504857466714026,16
I_photo,42,train,603593021225032902,16
I_photo,42,train,9184494546452176042,16
I_photo,42,train,12849312948239067464,16
I_photo,42,train,6686141915184846111,16
I_photo,42,train,11533471517763731933,16
I_photo,42,train,18026431441542812131,16
I_photo,42,train,2860266914913243763,16
I_photo,42,train,779010489516208886,16
I_photo,42,train,15180030701036252205,16
I_photo,42,train,16519722322841066187,16
I_photo,42,train,11714911050137312102,16
I_photo,42,train,18393380424088899902,16
I_photo,42,train,2928394120619732261,16
I_photo,42,train,3737428085395664712,16
I_photo,42,train,12886194249589357920,16
I_photo,42,train,18237334030368139870,16
I_photo,42,train,433422742429117681,16
I_photo,42,train,2056914843148536795,16
I_photo,42,train,10954724855113224492,16
I_photo,42,train,603198139025932464,16
I_photo,42,train,2124884718484563516,16
I_photo,42,train,3134241803077969267,16
I_photo,42,train,903425415547655004,16
I_photo,42,train,8813459275462154891,16
I_photo,42,train,9216328605101287225,16
I_photo,42,train,13149960228396626776,16
I_photo,42,train,494709592678028904,16
I_photo,42,train,17492872546512810480,16
I_photo,42,train,6508029577517650568,16
I_photo,42,train,4261926717090881150,16
I_photo,42,train,15283921317746859449,16
I_photo,42,train,13944279034983237670,16
I_photo,42,train,2671493380122846465,16
I_photo,42,train,9415233787243991652,16
I_photo,42,train,12981595077382156139,16
I_photo,42,train,3392607520233113049,16
I_photo,42,train,15854623793106210877,16
I_photo,42,train,5637171177688138856,16
I_photo,42,train,13052852389533457310,16
I_photo,42,train,10934520493217801021,16
I_photo,42,train,7538273554073210114,16
