split,row_id,group_id
train,0,3765765162242439701
train,1,12816177013697617925
train,2,10539271283961051071
train,3,3371631208540637995
train,6,4552925917595615164
train,12,7464429288297915064
train,15,380264510751012186
train,16,833253205382390921
train,19,3494250555080783753
train,22,6517130074721695667
train,26,1906069974405082520
train,27,6305389621858259219
train,28,14988660033747214345
train,29,15255519671477510073
train,30,3933886296999063760
train,31,222992878073105781
train,32,4556256472297801959
train,34,13370015301709921327
train,36,5144607327742428380
train,39,12935788499417564366
train,42,13161242281976296834
train,44,15038946426069692038
train,45,3933886296999063760
train,47,3494250555080783753
train,48,13867644369009061341
train,51,5144607327742428380
train,52,1378160361063041439
train,53,7157631882990673600
train,55,6517130074721695667
train,56,2033506848451370756
train,57,4757004652079025251
train,62,12112510911978131146
train,63,14988660033747214345
train,68,7884238669149658161
train,75,11892504857466714026
train,78,9184494546452176042
train,80,12849312948239067464
train,83,17608710593314742079
train,85,8562678507013604755
train,86,10539271283961051071
train,87,7157631882990673600
train,90,13806398585976261423
train,92,15038946426069692038
train,93,18026431441542812131
train,95,7126979072579706712
train,97,13867644369009061341
train,98,9184494546452176042
train,102,11892504857466714026
train,103,18026431441542812131
train,104,12882774050561771087
train,105,6563696386679920944
train,106,2860266914913243763
train,110,779010489516208886
train,113,5144607327742428380
train,117,15230833052760599040
train,118,18393380424088899902
train,120,10829525609740651031
train,121,12886194249589357920
train,122,12823118457006761398
train,123,12849312948239067464
train,124,18026431441542812131
train,126,433422742429117681
train,127,17451691503515762550
train,128,380264510751012186
train,132,2056914843148536795
train,134,603198139025932464
train,135,2124884718484563516
train,138,3134241803077969267
train,139,15230833052760599040
train,140,2033506848451370756
train,141,903425415547655004
train,143,14547390297170085011
train,146,6305389621858259219
train,147,9216328605101287225
train,150,7126979072579706712
train,152,4106527973129540887
train,155,6305389621858259219
train,157,3193110456536102066
train,158,3371631208540637995
train,163,4106527973129540887
train,165,15038946426069692038
train,171,4261926717090881150
train,176,8778145279652222064
train,177,2671493380122846465
train,180,9184494546452176042
train,181,13944279034983237670
train,182,9415233787243991652
train,185,7126979072579706712
train,188,12112510911978131146
train,189,15255519671477510073
train,191,15854623793106210877
train,193,12823118457006761398
train,196,903425415547655004
train,199,903425415547655004
train,200,6517130074721695667
train,202,18393380424088899902
train,204,10829525609740651031
train,205,12935788499417564366
train,207,7538273554073210114
train,208,128968913270984251
train,212,6305389621858259219
train,216,15255519671477510073
train,217,2671493380122846465
train,218,4757004652079025251
train,220,17608710593314742079
train,221,15038946426069692038
train,222,3933886296999063760
train,229,7157631882990673600
train,232,13867644369009061341
train,233,3392607520233113049
train,238,14547390297170085011
train,239,3193110456536102066
train,244,10829525609740651031
train,247,9728360064296503812
train,248,13640118791446356878
train,250,7884238669149658161
train,251,6508029577517650568
train,252,3744802582600429992
train,253,9184494546452176042
train,254,5144607327742428380
train,255,13806398585976261423
train,257,433422742429117681
train,258,2124884718484563516
train,259,10539271283961051071
train,262,3765765162242439701
train,263,9216328605101287225
train,264,2056914843148536795
train,268,14547390297170085011
train,269,10539271283961051071
train,271,15363031408316951214
train,272,17234994038809733169
train,273,11714911050137312102
train,275,3134241803077969267
train,276,903425415547655004
train,277,7136007211031035799
train,279,1378160361063041439
train,285,15255519671477510073
train,291,8372103036707258832
train,293,7681735671422946543
train,296,14988660033747214345
train,297,11032972375804727196
train,302,12112510911978131146
train,305,1906069974405082520
train,309,779010489516208886
train,310,11714911050137312102
train,311,7069279127234648490
train,313,7538273554073210114
train,315,3371631208540637995
train,321,17234994038809733169
train,322,2056914843148536795
