dark_voltage,dark_current,light_voltage,light_current,frequency_ghz,ac_response_db,trap_assisted_recomb_A,ge_sio2_recomb_velocity,ge_si_recomb_velocity,active_layer_length,simulation_temperature,bandwidth_bias,temperature,_source_file
,,,,5.011872336272715,-2.761889544187348,1.0071535471770136e-09,2369.635821802133,538.5091665951578,40.65637295368661,296.23853018587084,-3.0,300.0,trap_assisted_recomb_A_1.01e-09_ge_sio2_recomb_velocity_2369.64_ge_si_recomb_velocity_538.51_active_layer_length_40.66_simulation_temperature_296.24
,,,,3.981071705534969,-2.335528790927424,9.756514716409811e-10,2404.497548871577,500.9208966540563,41.62971960161597,300.52976098251094,-3.0,300.0,trap_assisted_recomb_A_9.76e-10_ge_sio2_recomb_velocity_2404.50_ge_si_recomb_velocity_500.92_active_layer_length_41.63_simulation_temperature_300.53
-2.0,2.1159604468459875e-07,-2.0,0.0005099492648196,1.0,-0.4183485129322892,1.066709170571727e-09,2302.646144768272,474.8978179470865,37.69553984942066,294.1521471075916,-3.0,300.0,trap_assisted_recomb_A_1.07e-09_ge_sio2_recomb_velocity_2302.65_ge_si_recomb_velocity_474.90_active_layer_length_37.70_simulation_temperature_294.15
,,,,31.622776601683796,-6.8335039949483,1.0676002138658572e-09,2409.8209682971515,478.7831941058398,39.56928699408093,298.75903253628616,-3.0,300.0,trap_assisted_recomb_A_1.07e-09_ge_sio2_recomb_velocity_2409.82_ge_si_recomb_velocity_478.78_active_layer_length_39.57_simulation_temperature_298.76
-0.6000000000000001,1.7855431572830138e-07,-0.6000000000000001,0.0004799364349042,0.1995262314968882,-0.012829116587479,1.0272364839515194e-09,2572.148319494551,521.8227614311556,39.43236728729266,296.39638250989714,-3.0,300.0,trap_assisted_recomb_A_1.03e-09_ge_sio2_recomb_velocity_2572.15_ge_si_recomb_velocity_521.82_active_layer_length_39.43_simulation_temperature_296.40
,,,,3.981071705534969,-2.260952843212414,8.688108546297865e-10,2646.5653288453154,498.36187777461095,39.94029005251662,299.6218359156308,-3.0,300.0,trap_assisted_recomb_A_8.69e-10_ge_sio2_recomb_velocity_2646.57_ge_si_recomb_velocity_498.36_active_layer_length_39.94_simulation_temperature_299.62
,,,,31.622776601683796,-6.667072401774671,9.756514716409811e-10,2404.497548871577,500.9208966540563,41.62971960161597,300.52976098251094,-3.0,300.0,trap_assisted_recomb_A_9.76e-10_ge_sio2_recomb_velocity_2404.50_ge_si_recomb_velocity_500.92_active_layer_length_41.63_simulation_temperature_300.53
,,,,19.952623149688822,-5.532560836113434,9.634928280602635e-10,2455.009212271192,512.2369330710814,40.30940301281442,306.6726054586492,-3.0,300.0,trap_assisted_recomb_A_9.63e-10_ge_sio2_recomb_velocity_2455.01_ge_si_recomb_velocity_512.24_active_layer_length_40.31_simulation_temperature_306.67
-0.4,2.116011778836613e-07,-0.4,0.0004745540540723,0.1584893192461111,-0.0070468539033358,1.0728366895058958e-09,2396.471193900285,522.5703607996403,39.66536493364173,302.3426017448898,-3.0,300.0,trap_assisted_recomb_A_1.07e-09_ge_sio2_recomb_velocity_2396.47_ge_si_recomb_velocity_522.57_active_layer_length_39.67_simulation_temperature_302.34
-1.2000000000000002,2.514300616044278e-07,-1.2000000000000002,0.0004977056975249,0.3981071705534968,-0.0633730612302206,1.0806933086411387e-09,2604.781653428076,466.5836923998952,39.33731057072893,297.69705044733973,-3.0,300.0,trap_assisted_recomb_A_1.08e-09_ge_sio2_recomb_velocity_2604.78_ge_si_recomb_velocity_466.58_active_layer_length_39.34_simulation_temperature_297.70
-2.8000000000000003,4.474739519663116e-07,-2.8000000000000003,0.0005270620891814,2.511886431509582,-1.48743972732146,1.0368980362030106e-09,2588.6829740462717,505.298163800807,40.78433779833217,301.9145433801493,-3.0,300.0,trap_assisted_recomb_A_1.04e-09_ge_sio2_recomb_velocity_2588.68_ge_si_recomb_velocity_505.30_active_layer_length_40.78_simulation_temperature_301.91
-0.6000000000000001,3.599510747774835e-07,-0.6000000000000001,0.000476133833928,0.1995262314968882,-0.0138990725597246,8.979123523428993e-10,2531.360993910196,491.918494232159,35.793021097389925,308.86985058095934,-3.0,300.0,trap_assisted_recomb_A_8.98e-10_ge_sio2_recomb_velocity_2531.36_ge_si_recomb_velocity_491.92_active_layer_length_35.79_simulation_temperature_308.87
,,,,6.309573444801943,-3.076421585164835,1.0147448677929011e-09,2607.8117384734032,505.1107398178068,40.31257836583995,298.21936914217434,-3.0,300.0,trap_assisted_recomb_A_1.01e-09_ge_sio2_recomb_velocity_2607.81_ge_si_recomb_velocity_505.11_active_layer_length_40.31_simulation_temperature_298.22
-1.8,4.796161616667416e-07,-1.8,0.0004978684311556,0.7943282347242822,-0.2860627428707353,1.0160850161999514e-09,2298.443581617521,494.46825331908406,37.50931802222772,308.1655826328421,-3.0,300.0,trap_assisted_recomb_A_1.02e-09_ge_sio2_recomb_velocity_2298.44_ge_si_recomb_velocity_494.47_active_layer_length_37.51_simulation_temperature_308.17
,,,,6.309573444801943,-3.1809846552074337,1.075576112436465e-09,2439.1914792405805,507.5653121861305,41.43318212059344,299.0815860986159,-3.0,300.0,trap_assisted_recomb_A_1.08e-09_ge_sio2_recomb_velocity_2439.19_ge_si_recomb_velocity_507.57_active_layer_length_41.43_simulation_temperature_299.08
,,,,12.589254117941662,-4.489880006692564,9.454134520298419e-10,2570.8338282332857,490.849029568548,38.28868089781682,299.0569098093356,-3.0,300.0,trap_assisted_recomb_A_9.45e-10_ge_sio2_recomb_velocity_2570.83_ge_si_recomb_velocity_490.85_active_layer_length_38.29_simulation_temperature_299.06
-2.4000000000000004,5.903332698349177e-07,-2.4000000000000004,0.0005114079516561,1.584893192461111,-0.8334061081171444,8.241763212999094e-10,2472.357675267654,473.84577322091,39.21856251436128,307.7679942040925,-3.0,300.0,trap_assisted_recomb_A_8.24e-10_ge_sio2_recomb_velocity_2472.36_ge_si_recomb_velocity_473.85_active_layer_length_39.22_simulation_temperature_307.77
-2.8000000000000003,2.424219685689844e-07,-2.8000000000000003,0.0005223708914658,2.511886431509582,-1.48056433259648,1.0191682032973931e-09,2560.240612715575,475.6482256289376,41.11142736058992,291.8506686301862,-3.0,300.0,trap_assisted_recomb_A_1.02e-09_ge_sio2_recomb_velocity_2560.24_ge_si_recomb_velocity_475.65_active_layer_length_41.11_simulation_temperature_291.85
-1.6,3.511229020409603e-07,-1.6,0.0005036798037029,0.6309573444801944,-0.1749766201425153,8.939439783837785e-10,2330.6189292196764,529.359956175692,38.57283152042447,302.4090006102026,-3.0,300.0,trap_assisted_recomb_A_8.94e-10_ge_sio2_recomb_velocity_2330.62_ge_si_recomb_velocity_529.36_active_layer_length_38.57_simulation_temperature_302.41
,,,,25.11886431509582,-6.355951281473423,1.0789603531824067e-09,2367.1936347140645,478.9001778930339,37.12870103512795,297.3410066095633,-3.0,300.0,trap_assisted_recomb_A_1.08e-09_ge_sio2_recomb_velocity_2367.19_ge_si_recomb_velocity_478.90_active_layer_length_37.13_simulation_temperature_297.34
,,,,5.011872336272715,-2.766810785285418,8.97240116378001e-10,2315.448379676966,519.850638103925,40.31160828282909,292.8565689112594,-3.0,300.0,trap_assisted_recomb_A_8.97e-10_ge_sio2_recomb_velocity_2315.45_ge_si_recomb_velocity_519.85_active_layer_length_40.31_simulation_temperature_292.86
-1.4,3.033414648949618e-07,-1.4,0.0005155075277034,0.5011872336272715,-0.1004022322615671,1.0060692139373963e-09,2527.3807724384133,522.7157534573084,43.167246359099664,298.50956140834,-3.0,300.0,trap_assisted_recomb_A_1.01e-09_ge_sio2_recomb_velocity_2527.38_ge_si_recomb_velocity_522.72_active_layer_length_43.17_simulation_temperature_298.51
,,,,31.622776601683796,-6.738576377623552,9.431291378149591e-10,2617.847164727645,540.4486468445567,38.69622270488729,301.9657628923453,-3.0,300.0,trap_assisted_recomb_A_9.43e-10_ge_sio2_recomb_velocity_2617.85_ge_si_recomb_velocity_540.45_active_layer_length_38.70_simulation_temperature_301.97
-2.0,1.6477595669923517e-07,-2.0,0.0005139622507991,1.0,-0.3823377254708264,1.1064539714677527e-09,2488.434465234489,500.4335716276796,41.129719458135625,288.0815978442095,-3.0,300.0,trap_assisted_recomb_A_1.11e-09_ge_sio2_recomb_velocity_2488.43_ge_si_recomb_velocity_500.43_active_layer_length_41.13_simulation_temperature_288.08
